,negative,neutral,positive
africa,2.5,0.0,0.0
african,9.162168319362612,1.0479516371446924,1.0479516371446924
afterschool,2.5,0.0,0.0
afterthought,2.5,0.0,0.0
again,8.114317640315337,1.2766649181301857,0.9222362247079668
agap,2.5,0.0,0.0
age,6.4556962358128835,1.2137266547917132,1.2137266547917132
agey,2.5,0.0,0.0
aggrand,5.0,0.0,0.0
aggrav,3.321928094887363,3.321928094887363,0.0
aggress,3.798794064681797,2.2761793375349226,0.9602525677891276
aggriev,2.5,0.0,0.0
agil,2.5,0.0,0.0
agnost,2.5,0.0,0.0
ago,7.540024413314111,1.2474546526209354,1.0227839387232256
agon,3.321928094887363,3.321928094887363,0.0
agre,2.5,0.0,0.0
agreeabl,2.095903274289385,5.678873587267573,0.0
aground,2.5,0.0,0.0
ah,10.318851158516171,0.0,1.4306765580733931
ahead,12.62925313651334,0.9266284080291269,0.9266284080291269
ahhhh,0.0,0.0,2.5
ahola,0.0,2.5,0.0
ai,8.003922779651097,1.1073093649624544,1.1073093649624544
aid,2.5,0.0,0.0
aidan,0.0,0.0,2.5
aim,19.549378059091087,0.7966397701969123,0.7966397701969123
aimless,12.5,0.0,0.0
air,5.678873587267573,2.095903274289385,0.0
airborn,0.0,2.5,0.0
airhead,3.321928094887363,0.0,3.321928094887363
airi,2.5,0.0,0.0
airless,2.5,0.0,0.0
airtim,0.0,0.0,2.5
aisl,2.5,0.0,0.0
akin,4.507575551943847,1.4306765580733931,1.4306765580733931
akira,0.0,0.0,2.5
al,2.5,0.0,0.0
ala,5.678873587267573,2.095903274289385,0.0
alabama,2.5,0.0,0.0
alain,2.5,0.0,0.0
alarm,2.095903274289385,2.095903274289385,2.095903274289385
album,2.5,0.0,0.0
alcatraz,2.5,0.0,0.0
alchem,2.5,0.0,0.0
alcohol,0.0,2.5,0.0
aldrich,2.5,0.0,0.0
alert,5.0,0.0,0.0
alex,0.0,2.5,0.0
alexandr,5.0,0.0,0.0
alfonso,2.5,0.0,0.0
alfr,8.003922779651097,1.6609640474436815,0.0
ali,5.0,0.0,0.0
alia,0.0,2.5,0.0
alien,5.094382474196232,1.3506893502198491,1.3506893502198491
alik,10.0,0.0,0.0
aliv,4.801322650839046,2.095903274289385,0.7563041955164012
all,2.5,0.0,0.0
alleg,3.321928094887363,3.321928094887363,0.0
allegor,0.0,2.5,0.0
allen,8.58328067894192,1.3274436135281011,0.812711509291959
alli,5.678873587267573,2.095903274289385,0.0
allison,2.5,0.0,0.0
allodi,0.0,0.0,2.5
allow,10.979302227643677,1.1504412198734488,0.7891590205064599
allur,7.5,0.0,0.0
almod,0.0,2.5,0.0
almodovar,2.5,0.0,0.0
almost,7.142046336414708,1.3475710776978813,0.9759692223123109
aloft,3.321928094887363,0.0,3.321928094887363
alon,5.678873587267573,1.530895350152348,1.0479516371446924
along,9.547874667292193,1.1832946624549385,0.8725028695491561
alongsid,0.0,2.5,0.0
alreadi,10.061917808705745,1.3506893502198491,0.6084750807294722
also,8.06493300385911,1.2430386895061838,0.9628685207664324
alt,2.5,0.0,0.0
alter,8.003922779651097,0.0,1.6609640474436815
altern,18.396670446668015,0.812711509291959,0.812711509291959
altman,5.0,0.0,0.0
altogeth,6.8433137786230045,0.0,1.8380053935977752
alway,6.084469875665478,1.7106612848987448,0.7928561323282108
alzheim,0.0,2.5,0.0
am,6.261707715779571,1.2301433994512887,1.2301433994512887
amalgam,0.0,2.5,0.0
amass,2.5,0.0,0.0
amateur,3.321928094887363,3.321928094887363,0.0
amateurish,11.859457970560367,0.812711509291959,1.0759410770890674
amaz,5.678873587267573,1.582220362690496,1.0
ambigu,12.62925313651334,1.285097208938469,0.0
ambiti,10.704152876962251,1.2620021300743383,0.6705281516444292
ambival,2.5,0.0,0.0
ambl,3.321928094887363,0.0,3.321928094887363
ambros,3.321928094887363,3.321928094887363,0.0
america,8.003922779651097,1.6609640474436815,0.0
american,5.73722308504268,1.4601836502168253,1.1029077917021963
ami,6.8433137786230045,1.8380053935977752,0.0
amiabl,14.937236057436325,0.0,1.1832946624549385
amic,2.5,0.0,0.0
amidst,2.5,0.0,0.0
amish,2.5,0.0,0.0
amiss,2.5,0.0,0.0
amongst,0.0,2.5,0.0
amor,5.0,0.0,0.0
amount,8.003922779651097,1.6609640474436815,0.0
amp,0.0,0.0,2.5
ampl,5.678873587267573,2.095903274289385,0.0
amus,6.420435103740586,1.3943212721560387,1.0414140444306217
ana,5.678873587267573,2.095903274289385,0.0
anachronist,12.62925313651334,1.285097208938469,0.0
analges,2.5,0.0,0.0
analyt,7.5,0.0,0.0
analyz,5.678873587267573,2.095903274289385,0.0
anarch,2.095903274289385,0.0,5.678873587267573
anarchi,2.5,0.0,0.0
anatom,2.5,0.0,0.0
anchor,2.8394367936337863,1.0479516371446924,2.8394367936337863
ancient,8.003922779651097,1.6609640474436815,0.0
ancillari,2.5,0.0,0.0
anderson,0.0,2.5,0.0
andi,0.0,3.321928094887363,3.321928094887363
andrei,2.5,0.0,0.0
andrew,0.0,3.321928094887363,3.321928094887363
android,2.5,0.0,0.0
anem,10.0,0.0,0.0
angel,3.321928094887363,3.321928094887363,0.0
angela,5.0,0.0,0.0
angeliqu,2.5,0.0,0.0
anger,5.0,0.0,0.0
angl,2.5,0.0,0.0
angri,6.8433137786230045,1.1832946624549385,1.1832946624549385
angst,2.51294159473206,4.507575551943847,0.0
anguish,12.5,0.0,0.0
anim,7.230516925979993,1.5541158449458503,0.744921859773347
animatron,7.5,0.0,0.0
ankl,2.5,0.0,0.0
ann,10.318851158516171,0.0,1.4306765580733931
anni,2.5,0.0,0.0
anniversari,2.5,0.0,0.0
annoy,7.075680991593563,1.530895350152348,0.7966397701969123
annual,2.5,0.0,0.0
anonym,5.0,0.0,0.0
anspaugh,0.0,0.0,2.5
answer,5.0,0.0,0.0
ant,2.5,0.0,0.0
anthoni,3.321928094887363,3.321928094887363,0.0
anthropolog,0.0,2.5,0.0
anthropomorph,2.5,0.0,0.0
anti,12.62925313651334,0.9266284080291269,0.9266284080291269
antic,2.5,0.0,0.0
anticip,8.003922779651097,1.6609640474436815,0.0
antiqu,2.5,0.0,0.0
antisept,3.321928094887363,3.321928094887363,0.0
antitrust,2.5,0.0,0.0
antonia,2.5,0.0,0.0
antonio,2.5,0.0,0.0
antsi,2.5,0.0,0.0
antwon,2.5,0.0,0.0
anxious,3.321928094887363,3.321928094887363,0.0
anymor,3.321928094887363,3.321928094887363,0.0
anytim,0.0,2.5,0.0
anyway,4.507575551943847,1.9124892893931982,1.0
anywher,3.321928094887363,1.9124892893931982,1.4306765580733931
apal,0.0,2.5,0.0
apart,8.930663799858587,1.1556666496022783,0.9602525677891276
ape,2.5,0.0,0.0
aplenti,5.0,0.0,0.0
apolit,0.0,2.5,0.0
appal,4.1145820804822515,1.1832946624549385,1.8380053935977752
appar,8.776290847640777,1.3966415225430213,0.7067270923753284
appeal,5.989893386494326,1.2091901090297086,1.3003768072916322
appear,6.261707715779571,1.2301433994512887,1.2301433994512887
appeas,0.0,2.5,0.0
appet,2.5,0.0,0.0
applaud,1.6609640474436815,8.003922779651097,0.0
appli,5.094382474196232,1.3506893502198491,1.3506893502198491
appoint,5.678873587267573,0.0,2.095903274289385
appreci,5.678873587267573,1.388581658628238,1.1832946624549385
approach,9.162168319362612,0.0,1.530895350152348
appropri,5.211440485380426,1.1832946624549385,1.4947531601505835
april,2.5,0.0,0.0
apt,3.321928094887363,3.321928094887363,0.0
aquat,0.0,5.0,0.0
aragorn,2.5,0.0,0.0
ararat,5.0,0.0,0.0
arbitrari,7.5,0.0,0.0
arbitrarili,2.5,0.0,0.0
arcan,2.5,0.0,0.0
arch,2.5,0.0,0.0
archetyp,2.5,0.0,0.0
architectur,0.0,3.321928094887363,3.321928094887363
archiv,3.321928094887363,2.095903274289385,1.285097208938469
arctic,2.5,0.0,0.0
ardent,10.0,0.0,0.0
arduous,5.0,0.0,0.0
are,6.400035521452553,1.463346968257046,0.9775569333380171
arena,0.0,2.5,0.0
argentin,7.5,0.0,0.0
argentinean,2.5,0.0,0.0
argentinian,2.5,0.0,0.0
argento,2.5,0.0,0.0
argu,22.5,0.0,0.0
arguabl,3.321928094887363,3.321928094887363,0.0
argument,2.5,0.0,0.0
aris,5.0,0.0,0.0
aristocrat,0.0,0.0,2.5
arithmet,0.0,2.5,0.0
arliss,3.321928094887363,0.0,3.321928094887363
arm,7.5,0.0,0.0
armenian,2.095903274289385,5.678873587267573,0.0
arni,2.5,0.0,0.0
arnold,3.798794064681797,1.7721967586109773,1.3506893502198491
around,25.0,0.0,0.0
arous,0.0,7.5,0.0
arrest,8.003922779651097,1.6609640474436815,0.0
arriv,17.243773525740824,1.1073093649624544,0.0
arrog,3.321928094887363,3.321928094887363,0.0
art,4.053960922386964,1.9124892893931982,1.142777130968
arteta,2.5,0.0,0.0
arthous,2.5,0.0,0.0
arthrit,0.0,0.0,2.5
arthur,5.0,0.0,0.0
arti,5.0,0.0,0.0
articul,10.318851158516171,1.4306765580733931,0.0
artifact,0.0,2.5,0.0
artifici,24.15885792809679,0.0,0.9602525677891276
artist,5.678873587267573,1.388581658628238,1.1832946624549385
artless,2.5,0.0,0.0
artner,2.5,0.0,0.0
artsi,5.678873587267573,2.095903274289385,0.0
as,7.476732928704247,1.254922096068208,1.0234680828627245
asay,0.0,2.5,0.0
ascend,5.0,0.0,0.0
ascertain,2.5,0.0,0.0
ash,2.5,0.0,0.0
asham,2.5,0.0,0.0
ashley,2.5,0.0,0.0
asian,3.321928094887363,1.6609640474436815,1.6609640474436815
asid,5.289431441108701,1.3274436135281011,1.3274436135281011
asinin,0.0,2.5,0.0
ask,11.705463111726457,0.8725028695491561,1.030888749890255
asleep,7.5,0.0,0.0
aspir,5.678873587267573,2.095903274289385,0.0
ass,2.5,0.0,0.0
assassin,2.5,0.0,0.0
assault,2.5,0.0,0.0
assaya,5.0,0.0,0.0
assembl,5.678873587267573,1.530895350152348,1.0479516371446924
assert,3.321928094887363,0.0,3.321928094887363
assess,5.0,0.0,0.0
assign,3.321928094887363,3.321928094887363,0.0
assimil,3.321928094887363,3.321928094887363,0.0
associ,10.318851158516171,1.4306765580733931,0.0
assum,21.854345326782823,1.0,0.0
assur,11.859457970560367,1.0759410770890674,0.812711509291959
astonish,7.075680991593563,1.530895350152348,0.7966397701969123
astound,12.62925313651334,0.0,1.285097208938469
astring,0.0,2.5,0.0
astronom,2.5,0.0,0.0
astut,8.003922779651097,1.6609640474436815,0.0
atavist,0.0,0.0,2.5
ate,2.5,0.0,0.0
atheist,0.0,0.0,2.5
athlet,5.678873587267573,2.095903274289385,0.0
atlant,7.5,0.0,0.0
atmospher,8.776290847640777,1.2301433994512887,0.8977117175026231
aton,0.0,2.5,0.0
atop,2.5,0.0,0.0
atroci,7.5,0.0,0.0
attach,8.003922779651097,1.6609640474436815,0.0
attack,0.0,0.0,2.5
attal,4.899079389427794,2.3475901497877913,0.0
attempt,6.4556962358128835,1.4306765580733931,1.0
attend,4.507575551943847,1.4306765580733931,1.4306765580733931
attent,3.321928094887363,3.321928094887363,0.0
attract,33.37424640210159,0.8502741537276027,0.0
attribut,2.5,0.0,0.0
attun,2.5,0.0,0.0
atyp,2.5,0.0,0.0
audaci,8.003922779651097,1.1073093649624544,1.1073093649624544
audiard,5.0,0.0,0.0
audrey,2.5,0.0,0.0
augment,2.5,0.0,0.0
august,3.321928094887363,3.321928094887363,0.0
augustin,2.5,0.0,0.0
augustinian,2.5,0.0,0.0
aura,0.0,2.5,0.0
auschwitz,2.5,0.0,0.0
auspici,3.321928094887363,0.0,3.321928094887363
aussi,2.5,0.0,0.0
austen,5.0,0.0,0.0
auster,3.321928094887363,0.0,3.321928094887363
austin,3.321928094887363,1.6609640474436815,1.6609640474436815
australia,5.678873587267573,2.095903274289385,0.0
australian,8.003922779651097,1.6609640474436815,0.0
austrian,2.5,0.0,0.0
auteil,2.5,0.0,0.0
auteuil,2.5,0.0,0.0
auteur,2.5,0.0,0.0
authent,5.678873587267573,1.797583146976218,0.7966397701969123
autist,2.5,0.0,0.0
autobiograph,8.003922779651097,0.0,1.6609640474436815
autom,0.0,2.5,0.0
automat,10.318851158516171,1.4306765580733931,0.0
avail,7.5,0.0,0.0
avalanch,2.5,0.0,0.0
avant,7.5,0.0,0.0
avari,6.8433137786230045,1.1832946624549385,1.1832946624549385
avaric,2.5,0.0,0.0
aveng,0.0,2.5,0.0
averag,5.010714036395447,1.997593496840355,0.7820114830995407
avert,7.5,0.0,0.0
avi,0.0,2.5,0.0
avid,2.5,0.0,0.0
avoid,4.271985235273362,2.095903274289385,0.9266284080291269
avuncular,2.5,0.0,0.0
aw,8.003922779651097,1.0479516371446924,1.1664086036194816
awak,5.0,0.0,0.0
awaken,5.0,0.0,0.0
awar,3.321928094887363,3.321928094887363,0.0
award,7.5,0.0,0.0
away,9.251191880680105,1.0073529093825273,1.0802006047476687
awe,10.0,0.0,0.0
awesom,2.095903274289385,1.285097208938469,3.321928094887363
awkward,7.075680991593563,1.285097208938469,1.0479516371446924
awri,5.678873587267573,2.095903274289385,0.0
ayr,2.5,0.0,0.0
ayurveda,2.5,0.0,0.0
ba,2.5,0.0,0.0
babbitt,2.5,0.0,0.0
back,9.393611305432481,1.2230025374745002,0.8434287701906187
backhand,5.0,0.0,0.0
backward,2.5,0.0,0.0
bad,6.446236334843992,1.453541992508055,0.9792503710240241
badder,2.5,0.0,0.0
baffl,12.62925313651334,1.285097208938469,0.0
bag,0.0,2.5,0.0
bailiwick,2.5,0.0,0.0
bailli,5.0,0.0,0.0
bake,5.678873587267573,1.285097208938469,1.285097208938469
balanc,5.289431441108701,1.5913711273047662,1.0759410770890674
bald,2.5,0.0,0.0
ballast,2.5,0.0,0.0
ballet,0.0,3.321928094887363,3.321928094887363
ballist,5.094382474196232,1.7721967586109773,0.9602525677891276
bam,0.0,0.0,2.5
banal,12.62925313651334,0.0,1.285097208938469
band,5.0,0.0,0.0
bandera,2.5,0.0,0.0
bang,5.678873587267573,2.095903274289385,0.0
bankrupt,5.0,0.0,0.0
bar,2.5,0.0,0.0
barb,2.5,0.0,0.0
barbecu,0.0,2.5,0.0
barbershop,5.0,0.0,0.0
bare,6.4556962358128835,1.5436446652915492,0.8889372971678517
barf,2.5,0.0,0.0
bargain,2.5,0.0,0.0
bark,2.5,0.0,0.0
barn,2.5,0.0,0.0
baroqu,2.5,0.0,0.0
barrel,2.5,0.0,0.0
barri,10.318851158516171,1.4306765580733931,0.0
barrymor,5.0,0.0,0.0
bartlebi,2.5,0.0,0.0
base,6.8433137786230045,1.305624850998588,1.061562050124335
basement,2.5,0.0,0.0
basest,2.5,0.0,0.0
basic,8.930663799858587,1.1556666496022783,0.9602525677891276
bask,2.5,0.0,0.0
bast,0.0,2.5,0.0
bat,2.5,0.0,0.0
bath,2.5,0.0,0.0
batter,2.5,0.0,0.0
battl,0.0,2.5,0.0
battlefield,5.0,0.0,0.0
bawdi,3.321928094887363,3.321928094887363,0.0
be,6.973248933752345,1.4242926689488247,0.9236106248073005
beach,0.0,2.5,0.0
beachcomb,2.5,0.0,0.0
bean,5.0,0.0,0.0
bear,31.070680064188018,0.8725028695491561,0.0
bearabl,5.0,0.0,0.0
beard,2.5,0.0,0.0
beat,4.507575551943847,2.51294159473206,0.0
beauti,12.116088402895018,1.0249675387716424,0.8532894269935452
beavi,2.5,0.0,0.0
bebe,2.5,0.0,0.0
becalm,2.5,0.0,0.0
becam,2.51294159473206,4.507575551943847,0.0
becaus,2.5,0.0,0.0
becom,6.3718251162880115,1.526726725733608,0.9205053167134233
bed,2.5,0.0,0.0
bedevil,5.678873587267573,2.095903274289385,0.0
been,6.417854859081337,1.4078696418551895,1.0286257217626364
befal,0.0,2.5,0.0
befallen,2.5,0.0,0.0
befor,8.003922779651097,1.6609640474436815,0.0
befuddl,5.0,0.0,0.0
beg,5.678873587267573,2.095903274289385,0.0
began,2.095903274289385,2.095903274289385,2.095903274289385
begin,5.512068624180378,1.874053799587728,0.7623381410862845
begrudg,2.5,0.0,0.0
beguil,3.321928094887363,0.0,3.321928094887363
begun,5.0,0.0,0.0
behav,12.62925313651334,1.285097208938469,0.0
behavior,2.5,0.0,0.0
behold,17.243773525740824,0.0,1.1073093649624544
beij,0.0,7.5,0.0
belat,0.0,2.5,0.0
belgian,3.321928094887363,0.0,3.321928094887363
belgium,2.5,0.0,0.0
believ,6.9401506742628865,1.483357278814428,0.8686077281834529
belittl,2.5,0.0,0.0
belli,22.5,0.0,0.0
belong,3.9173823267621817,1.0479516371446924,2.095903274289385
belov,4.507575551943847,2.51294159473206,0.0
belt,5.0,0.0,0.0
belushi,0.0,2.5,0.0
bemus,2.5,0.0,0.0
ben,1.6609640474436815,8.003922779651097,0.0
bend,2.095903274289385,2.095903274289385,2.095903274289385
beneath,5.0,0.0,0.0
benefit,6.8433137786230045,1.8380053935977752,0.0
benign,0.0,0.0,2.5
benigni,10.318851158516171,1.4306765580733931,0.0
bennett,0.0,3.321928094887363,3.321928094887363
benoit,0.0,2.5,0.0
bergmanesqu,2.5,0.0,0.0
beseech,2.5,0.0,0.0
besot,5.678873587267573,2.095903274289385,0.0
bespeak,2.5,0.0,0.0
besson,3.321928094887363,3.321928094887363,0.0
best,6.14525046121494,1.4306765580733931,1.0539101632849572
bestial,2.5,0.0,0.0
bestow,5.0,0.0,0.0
bet,3.321928094887363,1.6609640474436815,1.6609640474436815
betray,5.678873587267573,2.095903274289385,0.0
bettani,0.0,0.0,2.5
better,8.399637405152493,1.2725267795739599,0.8936129175097924
betti,2.5,0.0,0.0
bewar,2.5,0.0,0.0
bewild,10.318851158516171,0.0,1.4306765580733931
bewitch,5.0,0.0,0.0
bias,5.0,0.0,0.0
bibl,10.0,0.0,0.0
biblic,3.321928094887363,0.0,3.321928094887363
bicentenni,2.5,0.0,0.0
bielinski,5.0,0.0,0.0
biennial,0.0,5.0,0.0
big,6.14525046121494,1.301420061388729,1.1798398511487738
bigelow,2.5,0.0,0.0
bigger,4.1145820804822515,2.2363458328106818,0.8725028695491561
biggest,13.783470770180712,1.2301433994512887,0.0
bigot,0.0,2.5,0.0
bilingu,2.5,0.0,0.0
bilk,2.5,0.0,0.0
bill,5.678873587267573,2.095903274289385,0.0
billi,10.0,0.0,0.0
binari,2.5,0.0,0.0
bind,3.321928094887363,3.321928094887363,0.0
bing,2.5,0.0,0.0
bink,2.5,0.0,0.0
biograph,5.0,0.0,0.0
biolog,2.5,0.0,0.0
birot,2.5,0.0,0.0
birthday,5.0,0.0,0.0
bisexu,2.5,0.0,0.0
bit,7.672608653514963,1.530895350152348,0.6986344247631283
bite,8.58328067894192,1.3274436135281011,0.812711509291959
bitten,5.0,0.0,0.0
bitter,12.62925313651334,1.285097208938469,0.0
bittersweet,2.5,0.0,0.0
bizarr,6.0675838318038835,1.7247814630066518,0.7820114830995407
bizzarr,0.0,0.0,2.5
bjarn,2.5,0.0,0.0
black,6.8433137786230045,1.5766785909144718,0.7867407297581129
blacken,2.5,0.0,0.0
blade,10.0,0.0,0.0
blake,2.5,0.0,0.0
blame,10.0,0.0,0.0
bland,12.62925313651334,1.285097208938469,0.0
blank,2.5,0.0,0.0
blare,2.095903274289385,0.0,5.678873587267573
blasphem,5.0,0.0,0.0
blast,5.678873587267573,2.095903274289385,0.0
blatant,8.003922779651097,1.6609640474436815,0.0
blaze,5.0,0.0,0.0
bleak,7.230516925979993,0.9602525677891276,1.3506893502198491
bled,5.0,0.0,0.0
bleed,2.5,0.0,0.0
blend,3.321928094887363,1.1073093649624544,2.3475901497877913
bless,2.51294159473206,2.51294159473206,1.4306765580733931
blind,8.003922779651097,1.6609640474436815,0.0
bling,2.5,0.0,0.0
bliss,2.5,0.0,0.0
blister,2.095903274289385,2.095903274289385,2.095903274289385
blith,5.678873587267573,2.095903274289385,0.0
bloat,8.003922779651097,0.0,1.6609640474436815
blond,3.321928094887363,3.321928094887363,0.0
blood,12.5,0.0,0.0
bloodi,3.321928094887363,3.321928094887363,0.0
bloodless,0.0,2.5,0.0
bloodsh,5.678873587267573,2.095903274289385,0.0
blow,2.9203673004336506,2.9203673004336506,0.9602525677891276
blown,8.003922779651097,1.1073093649624544,1.1073093649624544
bludgeon,3.321928094887363,3.321928094887363,0.0
blue,6.34486149433979,1.316364786255445,1.1304460323285856
bluff,2.5,0.0,0.0
blunt,3.321928094887363,3.321928094887363,0.0
blur,2.095903274289385,5.678873587267573,0.0
blurri,2.5,0.0,0.0
blush,2.5,0.0,0.0
bluster,2.5,0.0,0.0
boast,9.162168319362612,1.530895350152348,0.0
bob,3.321928094887363,1.6609640474436815,1.6609640474436815
bodaci,2.5,0.0,0.0
bode,2.5,0.0,0.0
bodi,7.5,0.0,0.0
bodili,10.0,0.0,0.0
bog,12.62925313651334,0.0,1.285097208938469
bogdanovich,5.0,0.0,0.0
boggl,2.5,0.0,0.0
bogus,5.678873587267573,2.095903274289385,0.0
bohemian,2.5,0.0,0.0
boho,2.5,0.0,0.0
boil,3.321928094887363,3.321928094887363,0.0
boister,4.507575551943847,2.51294159473206,0.0
bold,5.289431441108701,1.8815421796317378,0.812711509291959
bolder,2.5,0.0,0.0
bolli,0.0,2.5,0.0
bolster,7.5,0.0,0.0
bolt,2.5,0.0,0.0
bomb,2.095903274289385,2.095903274289385,2.095903274289385
bombast,7.5,0.0,0.0
bombay,2.5,0.0,0.0
bona,0.0,2.5,0.0
bondish,2.5,0.0,0.0
bone,2.5,0.0,0.0
bonehead,0.0,2.5,0.0
boob,2.5,0.0,0.0
book,2.5,0.0,0.0
boom,3.321928094887363,3.321928094887363,0.0
boorish,2.5,0.0,0.0
boost,5.678873587267573,2.095903274289385,0.0
bop,2.5,0.0,0.0
borchardt,0.0,0.0,2.5
border,5.678873587267573,2.095903274289385,0.0
borderlin,5.0,0.0,0.0
bore,4.930346230342414,1.7519200679621514,1.0193921385674134
bori,2.5,0.0,0.0
born,12.62925313651334,1.285097208938469,0.0
borrow,3.9173823267621817,2.8394367936337863,0.0
borscht,2.5,0.0,0.0
borstal,5.678873587267573,2.095903274289385,0.0
bot,2.5,0.0,0.0
botch,3.321928094887363,3.321928094887363,0.0
bother,10.318851158516171,0.8502741537276027,1.142777130968
bothersom,0.0,2.5,0.0
bottom,8.003922779651097,1.1073093649624544,1.1073093649624544
bottomless,2.5,0.0,0.0
bought,7.5,0.0,0.0
bounc,5.678873587267573,2.095903274289385,0.0
bound,10.0,0.0,0.0
boundari,2.5,0.0,0.0
bourgeoi,2.5,0.0,0.0
bourn,1.285097208938469,5.678873587267573,1.285097208938469
bow,2.5,0.0,0.0
bowel,2.5,0.0,0.0
bowl,5.0,0.0,0.0
box,2.095903274289385,0.0,5.678873587267573
boy,11.474446170085354,1.3506893502198491,0.0
boyd,0.0,2.5,0.0
boyz,2.5,0.0,0.0
brace,14.937236057436325,1.1832946624549385,0.0
bradi,5.0,0.0,0.0
braid,0.0,2.5,0.0
braini,5.0,0.0,0.0
brainless,3.321928094887363,3.321928094887363,0.0
branagh,2.5,0.0,0.0
branch,2.5,0.0,0.0
brandish,0.0,2.5,0.0
